gene_name	ensgene	log2FC_prot	AveExpr_prot	tstat_prot	pval_prot	padj_prot	B_prot	log2FC_rna	baseMean_rna	lfcSE_rna	stat_rna	pval_rna	padj_rna	log2fc_concordance	rna_DE_status	protein_DE_status	gene_DS_status	highest_magn_IncLevelDifference_rmats	sign_splice_event_rmats	highest_magn_deltaPSI_majiq	sign_splice_event_majiq	has_cryptic_splicing	tdp43_interactor	tdp43_clip_target	Fig1_plot_group
ITGB1	ENSG00000150093	-0.144140631339646	15.6530127636932	-1.50570153892103	0.156826343002335	0.32859626296605199	-6.04433906199818	-0.0738353304019247	4896.56878544854	0.0487393003411083	-1.51490337130773	0.12979687649456301	0.29222097112057599	concordant	Gene not DE	Protein not DE	No DS	-1	FALSE	NA	NA	FALSE	FALSE	TRUE	other
PPP3CA	ENSG00000138814	0.0898389954698473	17.2082958917855	1.50532465431777	0.156922066602983	0.32862664672653602	-6.04485446945269	0.0906018326334001	2518.97132418687	0.0627092140230637	1.44479298688193	0.14851604156873099	0.32043472919356802	concordant	Gene not DE	Protein not DE	DS	0.182	TRUE	NA	NA	FALSE	FALSE	TRUE	other
AUH	ENSG00000148090	-0.0732953841518018	16.5703547193705	-1.50477099858983	0.15706277780299899	0.32875116347177202	-6.04561145765113	0.0541086017078951	1282.72617956266	0.0633614735115733	0.853966909371385	0.39312332444171599	0.59947107722084803	discordant	Gene not DE	Protein not DE	No DS	-0.8	FALSE	0.118421952873592	FALSE	FALSE	FALSE	TRUE	other
VAC14	ENSG00000103043	-0.262478754271987	15.9155959890787	-1.50203869729124	0.15775876244524301	0.32986664230152701	-6.04934438118815	-0.131398388346102	3356.41879258179	0.0538679481935252	-2.43926848436927	1.47170294861243E-2	5.9058781000660497E-2	concordant	Gene not DE	Protein not DE	No DS	-0.063	FALSE	NA	NA	FALSE	FALSE	FALSE	other
MAPK8	ENSG00000107643	-0.125714248312541	16.4829760357526	-1.4988705403746	0.158569050314119	0.33138965783622198	-6.05366688361063	-0.108446658318538	12733.0514464756	0.0495993732621723	-2.18645219054101	2.87825388490686E-2	9.8371886794165003E-2	concordant	Gene not DE	Protein not DE	DS	-0.255	TRUE	NA	NA	FALSE	FALSE	TRUE	other
MAST1	ENSG00000105613	0.473831566145785	14.122526507201	1.49724096717661	0.158987204935506	0.33209201402635802	-6.05588773589034	-0.239286453721059	11815.4723370711	0.0549325440799044	-4.35600531031286	1.32457563967123e-05	1.5610594599049999E-4	discordant	Gene DE	Protein not DE	DS	-0.218	TRUE	0.256831640779485	TRUE	TRUE	FALSE	TRUE	other
EBP	ENSG00000147155	-0.17447178756267	17.1827710078503	-1.49655109088339	0.15916451166499901	0.33229082259885701	-6.05682742271568	-0.0572480020804045	1472.54228000584	0.0725471767076299	-0.789114127915934	0.43004530532820001	0.63384389328877599	concordant	Gene not DE	Protein not DE	No DS	0.208	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PDK3	ENSG00000067992	-0.24866983297426	14.0462445599042	-1.49571849575898	0.159378722406054	0.33244621981280498	-6.05796110687831	-0.0249096551036304	589.126795366892	0.0942281055196593	-0.264354833053853	0.79150651184158305	0.89153772932441	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
FXR2	ENSG00000129245	-0.0687416497648652	16.007837534798	-1.49505758348719	0.15954893660538899	0.33244621981280498	-6.05886071035676	-0.0222317420823164	6805.68338658243	0.0419088759504508	-0.530478128513902	0.59578046935682505	0.76098404772667805	concordant	Gene not DE	Protein not DE	No DS	-0.008	FALSE	NA	NA	FALSE	TRUE	FALSE	other
PGRMC1	ENSG00000101856	-0.188151064638895	17.1942461449516	-1.49504176095474	0.15955301349881501	0.33244621981280498	-6.05888224386969	-0.0749390750756066	14519.8699304217	0.0532084815120083	-1.40840469312574	0.15901127033920001	0.33459215908211398	concordant	Gene not DE	Protein not DE	No DS	0.001	FALSE	NA	NA	FALSE	FALSE	TRUE	other
EIF3L	ENSG00000100129	-0.085439893476579	17.2223760028524	-1.49498510589992	0.15956761217905699	0.33244621981280498	-6.05895934668305	0.0918714727209228	11922.734276901	0.0524624583629834	1.75118504903586	7.99140399568294E-2	0.20834505224253899	discordant	Gene not DE	Protein not DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ARL6IP5	ENSG00000144746	-0.0607328848013182	18.3819642827513	-1.49321109850776	0.16002530603544901	0.33318283590442899	-6.06137259344927	0.0347424301219829	7817.98385822722	0.048459814196205	0.716932796756446	0.47341556414966901	0.669140190843316	discordant	Gene not DE	Protein not DE	No DS	-0.006	FALSE	NA	NA	FALSE	FALSE	FALSE	other
NMT2	ENSG00000152465	0.325717488477862	13.987632148703	1.49297667416369	0.16008587073608799	0.33318283590442899	-6.06169134006759	-0.129155264538457	1256.15854676043	0.0726243369815181	-1.77840197799431	7.5337858063286606E-2	0.19868620334537801	discordant	Gene not DE	Protein not DE	No DS	0.389	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TMEM126A	ENSG00000171202	0.268702360837793	14.4370601877858	1.49233283613287	0.16025230954278699	0.33335776062216699	-6.06256658672306	0.189242811293473	1376.62063597978	0.0803068172488882	2.35649746530197	1.8448193547679299E-2	7.0313938019794797E-2	concordant	Gene not DE	Protein not DE	No DS	0.087	FALSE	NA	NA	FALSE	FALSE	FALSE	other
MCM7	ENSG00000166508	0.21967860011751	14.0327607164401	1.49165726858375	0.16042710851934	0.33354988749704401	-6.06348468413348	0.235246972256118	5107.25235378078	0.0476518880055816	4.93678177512218	7.94222557672551e-07	1.24653458215203e-05	concordant	Gene DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
MEPCE	ENSG00000146834	0.16855207933577	14.5396806476209	1.490887810198	0.160626398093551	0.33373171414784603	-6.06453002614744	-0.0707621579370514	1463.28898347624	0.0619329347575934	-1.14256103338257	0.25322089191224501	0.453412232052885	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
SOGA1	ENSG00000149639	0.126785028592302	19.1289539238993	1.49045120595194	0.16073957181891499	0.33373171414784603	-6.06512300428317	-0.0507374783244568	12830.1777661183	0.0531589220535231	-0.95444896857336	0.33985642905045599	0.54707428979789297	discordant	Gene not DE	Protein not DE	No DS	0.012	FALSE	NA	NA	FALSE	FALSE	TRUE	other
HMG20A	ENSG00000140382	0.278879343110672	14.9301037051739	1.49036465681908	0.16076201455119901	0.33373171414784603	-6.06524053740294	-0.0252813697394901	4550.98648383042	0.0471521529035405	-0.536165756656083	0.59184399751644001	0.75825682122892202	discordant	Gene not DE	Protein not DE	No DS	-0.01	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PGRMC2	ENSG00000164040	0.166547051637904	14.2543329358257	1.48967570951402	0.160940757648522	0.33393143869021502	-6.0661759531567	0.0776121022352106	1320.11677669324	0.0778384869158217	0.997091609953109	0.31872004511935897	0.52508047975158301	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
SCAI	ENSG00000173611	-0.157783295474726	14.1845962358641	-1.48793253093761	0.16139376689773899	0.33469973391504498	-6.06854139876313	0.0250748727525359	1050.1858893018	0.0958243656273801	0.261675332660602	0.79357175972314298	0.89255300883533895	discordant	Gene not DE	Protein not DE	No DS	-0.167	FALSE	0.103090418937599	FALSE	FALSE	FALSE	TRUE	other
PCMT1	ENSG00000120265	-0.238335697502663	16.553966694791	-1.48664323434858	0.16172951800825699	0.33506127257063401	-6.0702896939093	-0.102343588995108	7081.32735380883	0.0574208150076828	-1.78234302284658	7.4693310840927896E-2	0.19739859692136399	concordant	Gene not DE	Protein not DE	No DS	-0.889	FALSE	-0.10747085867179	FALSE	FALSE	FALSE	FALSE	other
ETHE1	ENSG00000105755	-0.115719753173671	15.6950200963062	-1.48662708047735	0.16173372845537501	0.33506127257063401	-6.07031159195103	-0.0497089227635038	513.806112903447	0.101557165794316	-0.489467408574392	0.62451082286731996	0.78240187568778996	concordant	Gene not DE	Protein not DE	No DS	0.148	FALSE	NA	NA	FALSE	FALSE	FALSE	other
USP32	ENSG00000170832	0.13175365978389	14.5763374898602	1.48536375398248	0.162063297519254	0.33557221175174001	-6.07202363052089	-0.0296375407284897	5620.49753359501	0.0462448511102968	-0.640883039233974	0.52159867618519995	0.70792703926359302	discordant	Gene not DE	Protein not DE	No DS	0.027	FALSE	NA	NA	FALSE	FALSE	TRUE	other
CIAO1	ENSG00000144021	0.133148151941903	14.8021567027352	1.48363263540896	0.16251582472505699	0.33616564015912798	-6.07436795893481	-0.0504084919178972	4583.01568303558	0.046966151254261	-1.07329407608898	0.28313919227515799	0.487651712083642	discordant	Gene not DE	Protein not DE	No DS	-0.01	FALSE	NA	NA	FALSE	FALSE	FALSE	other
TIMM44	ENSG00000104980	-0.170626368767437	17.7301805210634	-1.48363172379284	0.16251606330975099	0.33616564015912798	-6.07436919296628	-0.0030749367992507	2816.72419096823	0.0587789454825141	-0.0523135754479558	0.95827883648583301	0.982160570930526	concordant	Gene not DE	Protein not DE	No DS	-0.5	FALSE	NA	NA	FALSE	TRUE	TRUE	other
ABHD16A	ENSG00000204427	-0.105736809073271	16.3053021742074	-1.48318201948609	0.16263379435783001	0.33623726723136499	-6.07497788147448	0.144622382079941	365.080718827317	0.10338018647491	1.39893713690524	0.161831834921385	0.33814346874180801	discordant	Gene not DE	Protein not DE	No DS	-0.025	FALSE	NA	NA	FALSE	TRUE	FALSE	other
EXOSC3	ENSG00000107371	0.0992365157858899	15.3859251080187	1.48211385944078	0.16291372436964499	0.33664398815096203	-6.07642315057405	0.0785683493296277	644.142420771627	0.0832233826653492	0.944065799939424	0.34513602466582899	0.55270257773195597	concordant	Gene not DE	Protein not DE	No DS	0.01	FALSE	0.147235021035326	FALSE	FALSE	FALSE	TRUE	other
CORO1B	ENSG00000172725	-0.0791421287715437	17.4614122358634	-1.48098022633218	0.16321125857496799	0.33701914861007098	-6.07795620955191	0.0887256546306559	2521.74898065477	0.0603854260366437	1.46932232583429	0.141745384062332	0.31131553264086198	discordant	Gene not DE	Protein not DE	No DS	-0.008	FALSE	NA	NA	FALSE	FALSE	FALSE	other
ALG9	ENSG00000086848	0.0875548863242699	15.511339396151	1.48047759618171	0.16334332628394199	0.33701914861007098	-6.07863567395603	-0.154360497909371	1151.88854015474	0.0727456663940268	-2.12192018522832	3.3844441075033198E-2	0.11142083243993101	discordant	Gene not DE	Protein not DE	No DS	-0.126	FALSE	NA	NA	FALSE	FALSE	TRUE	other
EIF2A	ENSG00000144895	0.0807401278847237	16.1591168002047	1.48041295215322	0.16336031827153999	0.33701914861007098	-6.07872304916879	0.162808116779879	2948.09998252926	0.0591122432469613	2.75421990161485	5.8832224193105997E-3	2.84156700376062E-2	concordant	Gene DE	Protein not DE	No DS	0.056	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PAF1	ENSG00000006712	0.107386699279109	14.871910824879	1.48008720275725	0.163445965786162	0.33701914861007098	-6.07916330314841	0.112247478441523	3711.84709869545	0.0548053037788203	2.04811342519921	4.0548886747312898E-2	0.12701604154372001	concordant	Gene not DE	Protein not DE	No DS	0.036	FALSE	NA	NA	FALSE	FALSE	TRUE	other
MAPK3	ENSG00000102882	-0.0709363903723599	16.8513318956561	-1.47983705360111	0.163511761918331	0.33701914861007098	-6.07950133642255	-0.157308250981803	3096.68756743993	0.0541525414778452	-2.90490984705049	3.6735889539706002E-3	1.9367151527725199E-2	concordant	Gene DE	Protein not DE	No DS	-0.02	FALSE	NA	NA	FALSE	TRUE	FALSE	other
OSBPL6	ENSG00000079156	-0.280643830601338	13.4374136982122	-1.47946460377895	0.163609768004499	0.337049450787272	-6.08000456360356	-0.0661358717884542	1857.67641143812	0.0651733202312526	-1.01476910419457	0.310215904477323	0.51661741771193104	concordant	Gene not DE	Protein not DE	No DS	-0.109	FALSE	NA	NA	FALSE	FALSE	TRUE	other
RBM22	ENSG00000086589	0.13328195277024	14.129540508624	1.47913012226321	0.16369782548020001	0.337059237604524	-6.08045641501499	-0.0779200212224386	3995.09550872386	0.0538087662556142	-1.44809157772334	0.14759144070751501	0.31885888697134701	discordant	Gene not DE	Protein not DE	No DS	-0.011	FALSE	NA	NA	FALSE	TRUE	FALSE	other
PIK3R4	ENSG00000196455	0.177637931281998	13.8715241226611	1.47844879050337	0.16387732065174301	0.33725719194148002	-6.0813766049788	-0.171817813148668	1209.13650161982	0.0723053628101473	-2.37628035419463	1.7488169760865799E-2	6.7464121196839102E-2	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
RER1	ENSG00000157916	-0.1985640349279	13.2300275574353	-1.47685470280309	0.16429792927624301	0.33779048216096003	-6.08352837768104	0.0144411473232121	4105.14580327317	0.0468063197063375	0.308529861219932	0.75767918176420901	0.87009087346271796	discordant	Gene not DE	Protein not DE	No DS	0.014	FALSE	NA	NA	FALSE	FALSE	TRUE	other
ATPAF2	ENSG00000171953	0.180011762540905	13.9437929093257	1.47683388648491	0.164303427803453	0.33779048216096003	-6.0835564657176	-0.0313827537807063	1129.20437455936	0.0666639920779531	-0.470760193059082	0.63781199420627299	0.79209722987326903	discordant	Gene not DE	Protein not DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SMG1	ENSG00000157106	-0.149236197174684	14.156210763411	-1.47536590693029	0.164691579681113	0.33836453201197197	-6.08553654967886	0.0458330716890727	7862.43117489818	0.0736742183319558	0.622104621219888	0.53387307648906002	0.71839267057860101	discordant	Gene not DE	Protein not DE	No DS	0.174	FALSE	NA	NA	FALSE	FALSE	TRUE	other
EIF2S2	ENSG00000125977	-0.0689733481378454	17.5345194592986	-1.47514556329072	0.16474990807305601	0.33836453201197197	-6.08583364067969	0.0732661652367219	5314.1517080083	0.0509552203007209	1.43785395891391	0.150475495513096	0.32309131700738902	discordant	Gene not DE	Protein not DE	No DS	0.007	FALSE	NA	NA	FALSE	FALSE	TRUE	other
VDAC3	ENSG00000078668	-0.0937734086779685	18.8369950339246	-1.47398826127096	0.16505655054669099	0.33878741302245202	-6.08739352738209	-0.168186228378602	10552.5044373898	0.0449832850336444	-3.73886051791927	1.8485625144350001E-4	1.583917056341E-3	concordant	Gene DE	Protein not DE	No DS	-0.144	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DGKI	ENSG00000157680	0.170011045624541	13.9450968826053	1.47373666923421	0.16512327693531301	0.33878741302245202	-6.08773252548199	-0.0847255931957883	2901.42845076748	0.0599749432547918	-1.41268317396897	0.15774890109057901	0.33272501553901901	discordant	Gene not DE	Protein not DE	No DS	-0.133	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DOCK7	ENSG00000116641	-0.14011459715069	15.562187749082	-1.47173693694324	0.165654449677368	0.33963240751002699	-6.09042553999608	-0.15543183781733	4777.83150475011	0.0615141910851805	-2.52676390724376	1.1511886137861299E-2	4.8734047118429401E-2	concordant	Gene DE	Protein not DE	DS	0.128	TRUE	0.104749855433534	FALSE	TRUE	FALSE	FALSE	other
ACSL4	ENSG00000068366	0.144154126180421	17.0027764180445	1.47155439529816	0.16570300850835201	0.33963240751002699	-6.09067123830792	0.0755988221509064	8890.00002596925	0.0531818395079989	1.42151574391359	0.15516687988446001	0.32962922710444897	concordant	Gene not DE	Protein not DE	No DS	-0.051	FALSE	NA	NA	FALSE	FALSE	TRUE	other
FEM1B	ENSG00000169018	-0.375125351285968	12.464939069392	-1.35372893225404	0.204023731797528	0.38846118534249302	-6.09133605957169	-0.174509071963314	6277.25256639925	0.0537608449335187	-3.2460254703793	1.1702836861811E-3	7.4931931653807998E-3	concordant	Gene DE	Protein not DE	No DS	0.016	FALSE	NA	NA	FALSE	FALSE	TRUE	other
UQCRH	ENSG00000173660	-0.406408044805762	13.3305847273349	-1.43759736034557	0.17700816105696501	0.35384141286387299	-6.09327329353704	0.203248297598488	10371.9367808382	0.0559008424215145	3.63587181863764	2.7704207399520002E-4	2.2482450463572E-3	discordant	Gene DE	Protein not DE	No DS	0.045	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PARG	ENSG00000227345	0.228655666961512	13.9457371001613	1.46921581839471	0.166326168832057	0.34073538893449901	-6.0938170276681	0.0739567940341142	1570.97166768396	0.0674138861565479	1.09705578851177	0.27261700531229099	0.47708702443362999	concordant	Gene not DE	Protein not DE	No DS	0.164	FALSE	NA	NA	FALSE	FALSE	FALSE	other
RAP2B	ENSG00000181467	0.10993601722754	15.37731505072	1.46890338653061	0.16640957205501	0.34073538893449901	-6.09423703533028	-0.080868728761095	666.100530082575	0.0939531037137284	-0.860735042958229	0.38938398807505997	0.59603887479983797	discordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	TRUE	TRUE	other
C8orf82	ENSG00000213563	-0.106182464641172	15.1489987509331	-1.46824106470675	0.16658649455733901	0.34076673591648698	-6.09512719788533	0.0821377153602713	1186.86042256751	0.0658378293205483	1.24757629782056	0.21218626296978599	0.40430151801009501	discordant	Gene not DE	Protein not DE	No DS	0.021	FALSE	NA	NA	FALSE	FALSE	FALSE	other
SULT4A1	ENSG00000130540	-0.165005758051723	15.3877164531963	-1.46821549647351	0.16659332764281101	0.34076673591648698	-6.09516155599161	0.159971793044811	5247.82838738552	0.0454269997378109	3.52151350448222	4.2909081145759998E-4	3.2597796629804999E-3	discordant	Gene DE	Protein not DE	No DS	0.286	FALSE	NA	NA	FALSE	FALSE	TRUE	other
RPS12	ENSG00000112306	-0.164884213474453	15.7522089550144	-1.46695525511741	0.166930419015791	0.34099511873625499	-6.09685452109679	0.238763828342962	25006.4407527895	0.0507583113267003	4.70393561373989	2.55193756060829e-06	3.5474309002969e-05	discordant	Gene DE	Protein not DE	No DS	-0.029	FALSE	NA	NA	FALSE	FALSE	FALSE	other
IK	ENSG00000113141	0.090225123905066	15.5609027728254	1.46692540996388	0.16693840901205301	0.34099511873625499	-6.09689460161686	-0.0255935348272585	8213.96006487568	0.047593240451838	-0.53775566833189	0.59074574133324798	0.75751721548150597	discordant	Gene not DE	Protein not DE	No DS	0.001	FALSE	NA	NA	FALSE	FALSE	FALSE	other
DDX27	ENSG00000124228	0.196508778220942	14.9532919199524	1.46685291759775	0.16695781765114201	0.34099511873625499	-6.09699195277258	0.0558573381995239	2856.65460383955	0.0616916819495012	0.905427383958292	0.36523901386145402	0.57215108466028297	concordant	Gene not DE	Protein not DE	No DS	-0.086	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PSMB2	ENSG00000126067	0.140077055106616	16.6780380637545	1.46570591921743	0.16726516089663801	0.341250113970342	-6.09853182309271	-0.0297470093605792	7022.33636243058	0.0509318743532619	-0.584054872087661	0.55918339513939197	0.73653031113634404	discordant	Gene not DE	Protein not DE	No DS	0.001	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TMED1	ENSG00000099203	0.349095904558666	17.6414305101372	1.46553824379325	0.167310130195165	0.341250113970342	-6.09875685972926	-0.0391468163538596	422.222898349028	0.103510148188337	-0.378193027824015	0.705287204504358	0.83927950393940498	discordant	Gene not DE	Protein not DE	No DS	0.167	FALSE	NA	NA	FALSE	FALSE	FALSE	other
RPS6KB1	ENSG00000108443	0.0893912936462975	14.9240011057841	1.46534507182939	0.16736195010850399	0.341250113970342	-6.09901609264238	0.145697102961285	1869.99433987967	0.0743832612817389	1.95873507628864	5.0143820355365701E-2	0.14726495505796799	concordant	Gene not DE	Protein not DE	No DS	-0.143	FALSE	NA	NA	FALSE	FALSE	FALSE	other
SNX27	ENSG00000143376	0.0988058685527555	15.9928030886023	1.46501684376503	0.167450030915444	0.341250113970342	-6.09945651278023	-0.156674597479515	2703.82665278401	0.0532641079276403	-2.94146665691574	3.2666200821036E-3	1.75945216167635E-2	discordant	Gene DE	Protein not DE	No DS	0.145	FALSE	NA	NA	FALSE	FALSE	TRUE	other
IPO7	ENSG00000205339	0.1183079651734	17.7187053334089	1.46481438313673	0.16750438120244701	0.341250113970342	-6.09972814198367	0.0954764960104117	6876.3904360469	0.0622947809131427	1.53265642178811	0.125360531761886	0.28524516284613699	concordant	Gene not DE	Protein not DE	No DS	-0.552	FALSE	NA	NA	FALSE	FALSE	FALSE	other
SLC22A17	ENSG00000092096	-0.35934026655479	14.2440657679075	-1.46328739214235	0.16791477900040699	0.34191403917244401	-6.10177595878536	-0.18725096215683	7163.47551620547	0.0488738617360878	-3.83131096061039	1.2746228803340001E-4	1.1447201217974E-3	concordant	Gene DE	Protein not DE	No DS	-0.075	FALSE	NA	NA	FALSE	FALSE	FALSE	other
MAP2K6	ENSG00000108984	-0.139628186128661	16.0878542425561	-1.46255740233051	0.16811127193744499	0.34209248442542001	-6.10275439977329	0.562546971426807	3988.3360100073	0.0773960758507067	7.26841723231463	3.63723896703515e-13	1.51940336187827e-11	discordant	Gene DE	Protein not DE	DS	0.036	FALSE	0.164136726662615	TRUE	FALSE	FALSE	TRUE	other
NDUFA13	ENSG00000186010	-0.233546661880244	17.0661615230736	-1.46233373594775	0.16817151545283199	0.34209248442542001	-6.10305412162423	0.0882681008360505	814.72957186323	0.0889462583825122	0.992375648410692	0.32101431341912401	0.527378363194411	discordant	Gene not DE	Protein not DE	No DS	1	FALSE	NA	NA	FALSE	FALSE	TRUE	other
RMND1	ENSG00000155906	-0.0942869239529607	15.8735651162075	-1.4618771227265	0.16829455858721001	0.34217074575067902	-6.10366590081185	-0.109199330456252	1457.31749499843	0.0705670372217341	-1.54745522492504	0.121753513359856	0.27953774298463502	concordant	Gene not DE	Protein not DE	No DS	-0.047	FALSE	NA	NA	FALSE	FALSE	TRUE	other
POU4F1	ENSG00000152192	0.162644547286648	14.8815563863237	1.46155309641026	0.168381919639262	0.34217641730811399	-6.10409995549466	0.0241810711219317	24629.7016628116	0.0439835238906734	0.549775665588705	0.58247325128387095	0.75231189731538195	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	other
SMPD3	ENSG00000103056	-0.129126748176054	14.0230711917891	-1.45988771171752	0.168831528388483	0.34265107242597698	-6.10632977359229	0.0328246921429969	3019.99550327525	0.0515372242142616	0.636912302582131	0.52418196875135004	0.70987411915559695	discordant	Gene not DE	Protein not DE	No DS	-0.045	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PPP6R2	ENSG00000100239	0.199304591495023	14.3665792225492	1.45974468313083	0.16887018931752601	0.34265107242597698	-6.10652119357881	0.0412019768822105	4272.76086853173	0.0482234956981451	0.854396312123746	0.39288543861749098	0.59921964379258197	concordant	Gene not DE	Protein not DE	No DS	0.5	FALSE	NA	NA	FALSE	FALSE	TRUE	other
DDB1	ENSG00000167986	-0.0717603365359416	18.4951878859661	-1.45973282909958	0.16887339382160499	0.34265107242597698	-6.10653705763288	0.0692554144437474	21341.9380033626	0.0480415931938309	1.44157197627327	0.14942315882479801	0.32165437895335802	discordant	Gene not DE	Protein not DE	No DS	0.009	FALSE	NA	NA	FALSE	FALSE	FALSE	other
THOP1	ENSG00000172009	0.107745439109289	15.8189242104539	1.45943379583542	0.168954248514539	0.34265107242597698	-6.10693721871682	0.0806374751270256	1936.03245994899	0.0601154365250318	1.34137718676381	0.17979802060934799	0.36262212584074499	concordant	Gene not DE	Protein not DE	No DS	0.012	FALSE	NA	NA	FALSE	FALSE	TRUE	other
VCPIP1	ENSG00000175073	0.0962246814338776	14.9676281335037	1.45882128096292	0.16911996627707199	0.34270289472530102	-6.10775669404976	0.010061512920475	1106.25992212367	0.0719816915644684	0.139778778489301	0.88883478097929203	0.943894394937702	concordant	Gene not DE	Protein not DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	other
TRRAP	ENSG00000196367	0.189515301197728	14.1023625725887	1.45871326562041	0.16914920434167699	0.34270289472530102	-6.10790118102447	-0.0050648178888968	6582.7102922861	0.0531608444374363	-0.0952734656963077	0.92409761807136903	0.96317126505476902	discordant	Gene not DE	Protein not DE	DS	-0.119	TRUE	0.224744302215448	TRUE	TRUE	FALSE	FALSE	other
NRAS	ENSG00000213281	-0.0827546084131754	17.8690721259798	-1.45776672615505	0.169405599792777	0.343050578959747	-6.10916699732513	0.137346604338765	2272.02870771277	0.0730319546658958	1.88063711244062	6.0021299681470901E-2	0.167722549888141	discordant	Gene not DE	Protein not DE	No DS	-0.008	FALSE	NA	NA	FALSE	FALSE	TRUE	other
RPS7	ENSG00000171863	-0.205524191925548	19.4924961026974	-1.45664386916154	0.16971017952072301	0.34349544089086798	-6.11066784915821	0.203480876036048	14362.5490171976	0.0436908337308941	4.65728984000058	3.20399220984454e-06	4.35673227048623e-05	discordant	Gene DE	Protein not DE	No DS	0	FALSE	NA	NA	FALSE	TRUE	FALSE	other
RFC5	ENSG00000111445	0.127417096621457	15.0236152200756	1.45514413910531	0.17011770605120599	0.34414811934159001	-6.11267116334071	-0.0236885408865824	485.062819120101	0.0913605892319258	-0.259286209576071	0.79541441883522701	0.89360969780455202	discordant	Gene not DE	Protein not DE	DS	0.118	TRUE	0.117033773705693	FALSE	FALSE	FALSE	FALSE	other
PAAF1	ENSG00000175575	-0.137058740913293	15.5744264136383	-1.45427698636458	0.17035371553647899	0.34445333986036603	-6.11382882291023	-0.0446312878154989	1875.97036722504	0.0583044387865708	-0.765486963674861	0.44398162626041499	0.64531618931538104	concordant	Gene not DE	Protein not DE	No DS	-0.108	FALSE	NA	NA	FALSE	FALSE	FALSE	other
LDB1	ENSG00000198728	0.095735957214746	16.2700464131447	1.45380390521619	0.17048258815110801	0.34454173409559702	-6.11446018542188	0.0665507591193454	8584.79719596918	0.0475714611428194	1.39896394856459	0.16182379423717699	0.33814346874180801	concordant	Gene not DE	Protein not DE	No DS	0.01	FALSE	NA	NA	FALSE	FALSE	TRUE	other
TSN	ENSG00000211460	-0.079467304970553	16.701303740284	-1.4527053561558	0.17078216137746599	0.34497485019132801	-6.11592571909434	-0.278819575260545	3539.98686967225	0.0574398540764592	-4.85411357224903	1.20926422047205e-06	1.81195376801384e-05	concordant	Gene DE	Protein not DE	No DS	0.044	FALSE	NA	NA	FALSE	FALSE	TRUE	other
SKP1	ENSG00000113558	-0.32497482746391	14.9489407912962	-1.45186108129955	0.17101269483208301	0.34526814535459399	-6.11705149979008	-0.0879009429752333	14413.3746153261	0.0535962467922969	-1.64005780695574	0.10099314816906001	0.24533952552403901	concordant	Gene not DE	Protein not DE	No DS	0.183	FALSE	NA	NA	FALSE	FALSE	TRUE	other
GPX4	ENSG00000167468	0.12014965032596	15.46803389717	1.44940822065953	0.171683944356225	0.34642867633764002	-6.12031957437773	0.129079397228657	10196.8540324011	0.044990875990209	2.86901275842568	4.1175518920497003E-3	2.1164010460795302E-2	concordant	Gene DE	Protein not DE	No DS	0.01	FALSE	NA	NA	FALSE	FALSE	FALSE	other
HEXA	ENSG00000213614	0.25602418833858	14.1449363930278	1.44896367981302	0.171805833894838	0.34642867633764002	-6.12091143840206	0.0908530194040738	1813.79757251462	0.0623495681009616	1.45715555329841	0.145073446425215	0.31544992523837401	concordant	Gene not DE	Protein not DE	No DS	0.209	FALSE	NA	NA	FALSE	FALSE	FALSE	other
PAK1	ENSG00000149269	-0.120029863445811	15.6206140617772	-1.44841887196943	0.17195531492736299	0.346479683364598	-6.1216366221148	-0.218707798973655	7023.97351829716	0.0433112260042251	-5.04967924372124	4.42552518442391e-07	7.40643075769768e-06	concordant	Gene DE	Protein not DE	No DS	0.333	FALSE	NA	NA	FALSE	FALSE	TRUE	other
