ID	dataset	subset	qvalue	Count	geneID	GeneRatio	BgRatio	pvalue	gs_subcat	gs_exact_source	modality
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	NYGC_FTLD_TemporalCortex	positive	0.00145316772214536	10	ANTXR1/EMILIN1/TGFB1/PHLDB2/NOTCH1/SOX9/RGCC/AGT/DAG1/PHLDB1	10/4499	15/22688	0.000104285951781518	GO:BP	GO:1901201	RNAseq
GOBP_ACTIVATED_T_CELL_PROLIFERATION	NYGC_FTLD_TemporalCortex	positive	0.00145316772214536	20	IL18/LGALS9/IGF2/STAT5B/FADD/RIPK3/PYCARD/ICOSLG/BTN2A2/BTN3A1/ABL1/LRRC32/FYN/SCRIB/RPS3/ARG1/CRTAM/IGFBP2/AGER/SLAMF1	20/4499	44/22688	0.000104778434736472	GO:BP	GO:0050798	RNAseq
GOBP_MACROPHAGE_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00145316772214536	20	CSF1/GAB3/SIRT1/TGFB1/HCLS1/ROR2/IL15/MMP9/PF4/FADD/CASP8/TLR2/SPI1/RIPK1/BMP4/CD4/CSF1R/C1QC/NRROS/CEBPA	20/4499	44/22688	0.000104778434736472	GO:BP	GO:0030225	RNAseq
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	NYGC_FTLD_TemporalCortex	positive	0.00145316772214536	20	BMPR1A/SMAD4/TGFBR3/FOXC1/FOXC2/DSP/TGFB1/MYL3/NOTCH1/CHD7/TGFBR1/MED1/TGFB2/LRP2/PKP2/ENG/HEG1/FGFR2/EDNRA/HEY2	20/4499	44/22688	0.000104778434736472	GO:BP	GO:0055010	RNAseq
GOCC_IMMUNOLOGICAL_SYNAPSE	NYGC_FTLD_TemporalCortex	positive	0.00145316772214536	20	LCK/CD3E/EZR/SOCS6/CD37/HAVCR2/CARD11/CD81/HLA-DRA/SCIMP/RHOH/MYH9/CD53/ZAP70/FYB2/BCL10/SCRIB/GZMA/CRTAM/SKAP1	20/4499	44/22688	0.000104778434736472	GO:CC	GO:0001772	RNAseq
GOBP_MESONEPHROS_DEVELOPMENT	NYGC_FTLD_TemporalCortex	positive	0.00151173855337789	35	SFRP1/SMO/FOXJ1/SMAD5/FOXD1/ILK/SMAD4/SIX2/FOXC1/FOXC2/SALL1/CAT/GDNF/PKD2/GDF11/BCL2/HOXB7/OSR1/SOX9/ZBTB16/LHX1/FGFR2/OSR2/BMP4/SMAD6/SIX1/GATA3/NPNT/AGT/WNT4/PTCH1/BMP7/WNT11/LAMA5/GPC3	35/4499	96/22688	0.000109580200561888	GO:BP	GO:0001823	RNAseq
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	NYGC_FTLD_TemporalCortex	positive	0.00151173855337789	13	CYP4F12/SERPINF2/F2R/F2RL1/AGTR1/GJA5/OR51E2/RHOA/CYBA/EMP2/AGT/PCSK5/HSD11B2	13/4499	23/22688	0.000109972407904465	GO:BP	GO:0003071	RNAseq
GOCC_MHC_PROTEIN_COMPLEX	NYGC_FTLD_TemporalCortex	positive	0.00151173855337789	13	HLA-DOA/HLA-DPB1/HFE/HLA-DRA/HLA-DPA1/HLA-DMA/HLA-DMB/B2M/CD74/HLA-B/HLA-C/MR1/HLA-E	13/4499	23/22688	0.000109972407904465	GO:CC	GO:0042611	RNAseq
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	NYGC_FTLD_TemporalCortex	positive	0.00151173855337789	28	APLNR/SAV1/TBX5/BMPR1A/SMAD4/TGFBR3/TGFBR2/HEYL/GJA5/SALL1/NOTCH1/FGFRL1/TGFBR1/TGFB2/MDM4/TRIP11/LRP2/TBX3/CNTRL/FZD1/HEG1/FGFR2/BMP4/SMAD6/GATA3/ACVR1/WNT11/HEY2	28/4499	71/22688	0.00011007050516219	GO:BP	GO:0003281	RNAseq
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00151173855337789	60	SFRP1/ITPKB/CSF1/TOB2/H4C2/NFKBIA/ZFP36L1/STAT3/EVI2B/NOTCH2/MITF/TGFB1/HCLS1/ROR2/LTF/IRF7/H4C13/GABPA/TREM2/DLL1/STAT5B/H4C15/PF4/TMEM64/CEACAM1/FADD/CASP8/SPI1/MED1/CUL4A/CSF3R/RIPK1/SCIN/TAL1/JAG1/ACIN1/INPP5D/B2M/CD74/ZBTB16/CEBPB/TLR4/TYROBP/LYN/TLR3/NCKAP1L/CD4/ETS1/GPR171/LEF1/CDC73/CCR1/RUNX1/RARG/ZFP36/RASSF2/LILRB3/LILRB1/C1QC/FES	60/4499	192/22688	0.000110113856060402	GO:BP	GO:0045637	RNAseq
GOBP_MESENCHYMAL_CELL_PROLIFERATION	NYGC_FTLD_TemporalCortex	positive	0.00154475412890592	19	MSX1/SMO/PRRX1/BMPR1A/SIX2/TGFBR2/LMNA/LRP5/KDR/OSR1/SOX9/FGFR2/BMP4/TBX2/SIX1/HAND2/BMP7/WNT11/GPC3	19/4499	41/22688	0.000112745995281981	GO:BP	GO:0010463	RNAseq
GOBP_CHEMOKINE_PRODUCTION	NYGC_FTLD_TemporalCortex	positive	0.00160023010149133	33	TRPV4/IL18/IL6R/ERBIN/MAVS/F2RL1/HAVCR2/LGALS9/TREM2/IL7/TSLP/TLR7/ALOX15B/TLR2/APOD/SYK/IL4R/PYCARD/CD84/GSTP1/CD74/MYD88/TLR4/CLEC7A/SIGIRR/ACKR1/TLR3/EPHA2/KLF4/CSF1R/CXCL6/DDX3X/AGER	33/4499	89/22688	0.000117030458862939	GO:BP	GO:0032602	RNAseq
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	NYGC_FTLD_TemporalCortex	positive	0.00161618422575914	36	MARCHF8/RAB27A/IKBKB/HLA-DOA/RAB32/AP3B1/HLA-DPB1/CD68/HFE/CTSH/TREM2/AZGP1/HLA-DRA/HLA-DPA1/PYCARD/HLA-DMA/CTSS/HLA-DMB/THBS1/B2M/CD74/IFI30/WDFY4/WAS/DNM2/PSME1/FCGR2B/RAB34/PSMB8/HLA-B/HLA-C/SLC11A1/MR1/FCER1G/CCL19/HLA-E	36/4499	100/22688	0.000118672882933878	GO:BP	GO:0019882	RNAseq
GOCC_FILOPODIUM	NYGC_FTLD_TemporalCortex	positive	0.00161618422575914	36	TRPV4/ENAH/ACTA2/ITGB1/SYNE2/ACTG2/DNALI1/MSN/ANTXR1/INPPL1/RDX/VASP/UTRN/EZR/VCAM1/B4GALT1/FGD4/LCP1/TBC1D10C/SPATA13/RAPGEF3/FAT1/ITGB3/SCIMP/CYFIP1/CD302/DYNC2I2/DEF6/MYO10/IQGAP2/MYO6/ARF6/MTM1/DAG1/FZD9/ITGAV	36/4499	100/22688	0.000118672882933878	GO:CC	GO:0030175	RNAseq
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	NYGC_FTLD_TemporalCortex	positive	0.00162356085315215	18	CD44/NACC2/SIRT1/BCL2/SFRP2/ACKR3/USP47/MUC1/FBH1/ELL3/CD74/SNAI1/BCL2L1/CLU/TPT1/ZNF385A/RPS3/PIAS4	18/4499	38/22688	0.000119692346353434	GO:BP	GO:1902229	RNAseq
GOBP_REGULATION_OF_MACROPHAGE_MIGRATION	NYGC_FTLD_TemporalCortex	positive	0.00162356085315215	18	TRPV4/CSF1/MMP14/MTUS1/SLAMF8/RARRES2/EMILIN1/CD9/CCL5/C3AR1/CYP19A1/TREM2/CD81/CMKLR1/THBS1/P2RX4/CSF1R/SLAMF1	18/4499	38/22688	0.000119692346353434	GO:BP	GO:1905521	RNAseq
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE	NYGC_FTLD_TemporalCortex	positive	0.00163423852705592	14	GIGYF2/CSF1/SMO/VPS54/F2R/BAX/CCR2/NOTCH1/IL7/SASH3/BCL2/SOX9/P2RX7/LIPA	14/4499	26/22688	0.000121200961393181	GO:BP	GO:0048873	RNAseq
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	NYGC_FTLD_TemporalCortex	positive	0.00163423852705592	14	ZBTB7B/CBFB/BCL6/TWSG1/LGALS9/LOXL3/RUNX3/ANXA1/IL4R/VSIR/HLX/RUNX1/ZC3H12A/TBX21	14/4499	26/22688	0.000121200961393181	GO:BP	GO:2000515	RNAseq
GOMF_MAP_KINASE_KINASE_KINASE_ACTIVITY	NYGC_FTLD_TemporalCortex	positive	0.00163423852705592	14	MAP3K20/ARAF/RAF1/MAP3K15/MAP3K8/EGFR/RIPK1/MAP3K1/MLKL/MAP3K3/MAP3K6/MAP3K5/MAP3K14/MAP3K11	14/4499	26/22688	0.000121200961393181	GO:MF	GO:0004709	RNAseq
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	NYGC_FTLD_TemporalCortex	positive	0.00164585041144727	25	SPHK1/MYOCD/PLCE1/F2R/CNN1/DOCK5/ARHGAP42/PTAFR/GHSR/CAV1/NMUR2/ADRB2/PROK2/PRKG1/ITGA2/RHOA/P2RX1/SPX/TBXA2R/NPNT/GPER1/ADRA2B/ORMDL3/CALCRL/ATP1A2	25/4499	61/22688	0.000122304326965897	GO:BP	GO:0006940	RNAseq
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	NYGC_FTLD_TemporalCortex	positive	0.00165118182963242	31	ZIC1/SFRP1/OTX2/SMO/GLI1/PRRX1/TTC23/GAS1/CD3E/ENPP1/EVC/TULP3/CTNNA1/GPR161/RFX4/DLG5/RUNX2/IFT140/FGFR2/SCUBE1/PDCL/GLIS2/CREBBP/CHSY1/KIF7/RAB34/HHIP/PTCH1/FUZ/GPC3/TUBD1	31/4499	82/22688	0.000122943479786912	GO:BP	GO:0008589	RNAseq
GOBP_MUSCLE_CELL_DEVELOPMENT	NYGC_FTLD_TemporalCortex	positive	0.00165430090678634	53	WFIKKN2/CSRP1/PI16/MYH11/LMOD1/TBX18/ITGB1/NFATC4/MYL9/MYOF/SMO/PPARA/FLNC/TBX5/BMPR1A/SMAD4/LMNA/CFLAR/NIBAN2/PLEC/NFATC2/SYPL2/NOTCH1/PDGFRB/PDLIM5/FLII/BCL2/MEGF10/KRT19/TMOD3/CSRP2/NEBL/WDR1/CAV2/ENG/EFEMP2/TBX3/BMP4/SIX1/MYH3/TCAP/CHRNB1/NEB/BVES/CAPN3/EDNRA/PGM5/AGT/SELENON/MAML1/AKAP13/HEY2/ALPK2	53/4499	165/22688	0.000123419149899883	GO:BP	GO:0055001	RNAseq
GOBP_EPITHELIAL_TUBE_FORMATION	NYGC_FTLD_TemporalCortex	positive	0.00165505330312996	45	FOLR1/SFRP1/TEAD2/IRX3/PHACTR4/STK3/IRX2/BMP5/VASP/TGFB1/VANGL2/IRX1/GDNF/MED12/TULP3/FZD6/SPINT1/RGMA/SETD2/SFRP2/DVL2/OSR1/PLXNB2/TGFB2/SOX9/ST14/LRP2/FZD1/FGFR2/ABL1/BMP4/SIX1/TCAP/GATA3/BCL10/SCRIB/RARG/WNT4/PTCH1/APAF1/BMP7/FUZ/MMRN2/GRHL3/NPHP3	45/4499	134/22688	0.000123718823434095	GO:BP	GO:0072175	RNAseq
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	29	SLAMF6/SPN/ZBTB7B/RORC/IL18/CBFB/STAT3/IL6R/LY9/TMEM98/NFKBIZ/BCL6/LGALS9/LOXL3/RUNX3/ANXA1/SASH3/HLA-DRA/IL4R/BCL3/GATA3/NCKAP1L/HLX/LEF1/RUNX1/ZC3H12A/CD86/TBX21/CCL19	29/4499	75/22688	0.000126480425606807	GO:BP	GO:0043367	RNAseq
GOBP_NEPHRON_MORPHOGENESIS	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	29	IRX3/SMO/WNK4/IRX2/FOXD1/ILK/SMAD4/SIX2/SALL1/IRX1/GDNF/PKD2/PDGFRB/BCL2/HOXB7/OSR1/SOX9/LHX1/BMP4/SIX1/GATA3/NPNT/AGT/WNT4/PTCH1/BMP7/WNT11/LAMA5/GPC3	29/4499	75/22688	0.000126480425606807	GO:BP	GO:0072028	RNAseq
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	27	MYOCD/S100A11/BMPR1A/CORO1B/DDR1/ADAMTS1/FOXO4/DOCK5/GNA13/CCL5/NFE2L2/PLAU/IGFBP5/GNA12/PDGFRB/BCL2/ITGB3/PRKG1/ITGA2/RHOA/TLR4/CYP1B1/AGT/DOCK7/S1PR2/CRK/IGFBP3	27/4499	68/22688	0.000126637116997504	GO:BP	GO:0014909	RNAseq
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	15	MSX1/MSX2/BMPR1A/NOTCH2/HEYL/TGFB1/NOTCH1/JAG1/BMP4/SNAI1/HAND2/ACVR1/WNT11/HEY2/ALPK2	15/4499	29/22688	0.000126743795657786	GO:BP	GO:0061311	RNAseq
GOCC_FILAMENTOUS_ACTIN	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	15	PDLIM1/MYO1C/SMTN/SMTNL2/CD2AP/SPECC1L/PDLIM5/PDLIM4/PDLIM2/EHBP1L1/DPYSL3/JAM3/MYO6/PDLIM3/SPECC1	15/4499	29/22688	0.000126743795657786	GO:CC	GO:0031941	RNAseq
GOMF_INSULIN_LIKE_GROWTH_FACTOR_BINDING	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	15	ITGB4/IGF2R/IGFBP5/IGFBP7/ITGB3/LRP2/ITGA6/IGF1R/IGFBP4/INSR/CCN5/HTRA3/IGFBP3/IGFBP2/ITGAV	15/4499	29/22688	0.000126743795657786	GO:MF	GO:0005520	RNAseq
GOCC_BASOLATERAL_PLASMA_MEMBRANE	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	66	FOLR1/SLC4A2/SLC6A9/SLC41A1/SLC16A12/ANXA2/SLC22A8/AQP1/ABCC4/MSN/SLC14A1/CD44/WASF2/ERBIN/SLC7A7/ORAI1/SLC43A3/DSP/SLC13A3/EZR/SLC2A9/PTH1R/SLC22A6/ENPP1/PKD2/ANXA1/B4GALT1/CD81/SLC6A13/STX2/SLC4A11/SLC46A1/SLC26A6/EGFR/KCNQ1/GPIHBP1/ERBB2/MLC1/KCNJ10/TJP1/PLPP3/HEPH/SLC26A5/ST14/ABCA8/SLC16A1/CLDN7/SLC3A2/MYO1D/MARVELD2/ADCY8/DISP1/BEST1/ERBB3/ATP1B3/SCRIB/HPGD/AQP4/STX4/SLC22A1/CLDN19/SLC4A9/SLCO1B3/NAIP/DAG1/ALPK2	66/4499	217/22688	0.000126902690768066	GO:CC	GO:0016323	RNAseq
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	37	NFKB1/LDLRAP1/ANXA2/CES1/NFKBIA/MSR1/RXRA/EHD1/ACSL1/C1QTNF1/LRAT/ACACB/SIRT1/OSBPL11/CYP19A1/SPP1/ABCA13/CAV1/TREM2/DAB2/PLIN5/PLIN3/BMP6/PLTP/ACSL5/ABCA1/LIPG/ABCA8/NKX3-1/P2RX7/P2RX4/NR1H3/DBI/GPS2/ZC3H12A/C3/PTCH1	37/4499	104/22688	0.000127457603702663	GO:BP	GO:1905954	RNAseq
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	37	SLAMF6/ZBTB1/IL18/CD40/TGFB1/CLCF1/FZD5/CD55/SH2D1A/TREM2/LAG3/AZGP1/LTA/SASH3/STAT5B/CD81/IL1R1/FADD/HLA-DRA/LAMP1/PTPRC/B2M/NECTIN2/P2RX7/GATA3/RAET1E/C3/HLA-B/KLRD1/MR1/CRTAM/ARID5A/VAV1/TBX21/HLA-E/SLAMF1/KMT5B	37/4499	104/22688	0.000127457603702663	GO:BP	GO:0002708	RNAseq
GOBP_RESPONSE_TO_NUTRIENT	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	46	F5/FOLR1/SFRP1/KANK2/COL1A1/PHEX/TGFBR2/RXRA/TSPO/ACSL1/LRAT/VCAM1/CAT/TNFRSF11B/SPP1/IL15/LTA/SFRP2/TRIM25/GIPR/PIM1/MED1/ASCL1/LIPG/ALAD/ITGA2/SLC16A1/CDKN2B/IGF1R/CYP1B1/TBXA2R/TYMS/OGG1/KL/GNAI2/AKR1C3/HMGCS2/APAF1/BMP7/KYNU/A2M/USF2/ARG1/IGFBP2/CCND1/FES	46/4499	138/22688	0.000127774669726561	GO:BP	GO:0007584	RNAseq
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY	NYGC_FTLD_TemporalCortex	positive	0.00167308238059969	46	WFIKKN2/SERPINA5/TNFAIP8/CRB2/CARD8/SERPIND1/RPS6KA1/ITIH3/ROCK1/C4A/COL6A3/SERPINI2/ANXA2/C4B/SLPI/SERPINB6/PROS1/SERPINF2/A2ML1/SERPINB1/TIMP3/CPAMD8/RENBP/SERPING1/LTF/SPINT1/TIMP1/SFRP2/CAST/HMSD/TFPI/BIRC5/VSIR/SERPINF1/ITIH2/PSME1/CD109/CST7/PAPLN/C3/CSTA/AGT/NAIP/A2M/BST2/TFPI2	46/4499	138/22688	0.000127774669726561	GO:MF	GO:0061135	RNAseq
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	NYGC_FTLD_TemporalCortex	positive	0.00167355670519703	34	ANGPT1/LDLRAP1/ANXA2/CD151/HIP1/F2RL1/ANO6/HFE/ABCA13/ANKFY1/APLN/TREM2/APPL2/DLL1/TF/DAB2/SYK/CLN3/PLCG2/AXL/ITGA2/B2M/SELE/DNM2/CD63/NCKAP1L/CLU/C3/EEF2K/INSR/CBL/GPC3/CD14/CCL19	34/4499	93/22688	0.00012820242378279	GO:BP	GO:0045807	RNAseq
GOBP_REGULATION_OF_CHEMOTAXIS	NYGC_FTLD_TemporalCortex	positive	0.00167355670519703	64	TRPV4/TMEM102/CSF1/SWAP70/MTUS1/IL16/SLAMF8/CORO1B/IL6R/RARRES2/FGFR1/TGFB1/CCL26/RIN3/F2RL1/CCL5/C3AR1/CXCR4/ANO6/PGF/KDR/CYP19A1/BST1/LGALS9/GPSM3/CCR2/TREM2/NOTCH1/PDGFRB/PADI2/SPI1/CMKLR1/THBS1/RYK/PLXNA3/ITGA2/CD74/JAM3/VEGFB/CCR4/P2RX4/LYN/SEMA3B/NCKAP1L/SLC8B1/OXSR1/CCR1/ADAM10/FPR2/STX4/SEMA6A/RAC2/PRKD2/HSPB1/SEMA3F/CSF1R/ANGPT2/DUSP1/ST6GAL1/CCL19/AGER/DAPK2/WNK1/SLAMF1	64/4499	209/22688	0.000128303421814943	GO:BP	GO:0050920	RNAseq
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00175142886643347	42	PI16/MSX1/MMP14/MYOCD/FZD7/PPARA/HDAC1/RBPMS2/PRDM6/BMPR1A/SMAD4/NFATC3/NFATC1/YBX1/FOXO4/RBM38/NIBAN2/PTBP1/SIRT1/TGFB1/ZBED6/NFATC2/IGF2/NOTCH1/DLL1/BHLHE41/BCL2/MEGF10/ENG/EFEMP2/PIEZO1/FGFR2/BMP4/TMEM119/ATP11A/GPER1/TARBP2/MED28/DNMT1/MAML1/HEY2/DMPK	42/4499	123/22688	0.000134788945521603	GO:BP	GO:0051147	RNAseq
GOBP_SPROUTING_ANGIOGENESIS	NYGC_FTLD_TemporalCortex	positive	0.00175142886643347	42	APLNR/ANGPT1/SRPX2/ITGB1/NGFR/OTULIN/ITGA5/SLC39A12/RNF213/FOXC2/EPHB4/AGTR1/PGF/KDR/GHSR/ANXA1/NOTCH1/ALOX5/DLL1/CEACAM1/E2F8/VSTM4/TJP1/THBS1/RHOA/ENG/MAP3K3/ABL1/BMP4/JMJD6/VEGFB/TBXA2R/EPHA2/HDAC7/LEF1/CEMIP2/SEMA6A/KLF4/KLF2/MMRN2/ADAMTS9/E2F7	42/4499	123/22688	0.000134788945521603	GO:BP	GO:0002040	RNAseq
GOBP_EYE_MORPHOGENESIS	NYGC_FTLD_TemporalCortex	positive	0.00178831510476148	49	MFRP/CRB2/COL8A2/PHACTR4/COL8A1/HIPK1/MFAP2/NIPBL/PAX6/STAT3/TFAP2A/NOTCH2/BAX/ROM1/LRP5/NAGLU/FZD5/TSKU/KDR/ZHX2/DLL1/GDF11/BCL2/BCAR3/CABP4/USH1C/FAT1/SOX9/MAN2A1/VSX1/JAG1/LHX1/BMP4/TBX2/TULP1/HIPK2/CRB1/EPHA2/DIO3/SP3/MYO7A/RING1/ATF4/RARG/CNTF/EFEMP1/BMP7/MFAP5/TBC1D20	49/4499	150/22688	0.000137890839397501	GO:BP	GO:0048592	RNAseq
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00180469524294876	21	CSF1/ZFP36L1/EVI2B/NOTCH2/TGFB1/HCLS1/ROR2/TREM2/PF4/TMEM64/FADD/CASP8/RIPK1/ACIN1/CD74/TYROBP/CD4/LEF1/CCR1/RUNX1/FES	21/4499	48/22688	0.000139419416422041	GO:BP	GO:0002763	RNAseq
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	NYGC_FTLD_TemporalCortex	positive	0.00181639126499799	50	ANGPT1/IL18/GPRC5B/CGAS/SIRT1/CD40/TGFB1/MAVS/CLCF1/F2RL1/FZD5/BCL6/HFE/CD55/CCR2/SASH3/CD81/IL1R1/IRAK3/IL4R/PTPRC/TMBIM6/PLCG2/TGFB2/VAMP3/SCIMP/B2M/CD74/TLR4/LAPTM5/CLEC7A/CD22/TNFRSF1B/TLR3/GATA3/BCL10/PKN1/FCGR2B/CD96/CD86/STX4/CR1/ARG1/ARID5A/LILRB1/TBX21/BST2/HLA-E/SLAMF1/KMT5B	50/4499	154/22688	0.000140590259467085	GO:BP	GO:0002700	RNAseq
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_BINDING	NYGC_FTLD_TemporalCortex	positive	0.00184357234497881	30	JPH2/GSDMD/LDLRAP1/FZD7/SVIL/ANXA2/GSN/MTSS2/PARD3/PLEKHA4/CGAS/HIP1/TULP3/CAPG/PLCD1/FLII/OSBPL2/KCNQ1/ANXA2P2/SCIN/SYT9/SNX21/SNX18/AMER2/TULP1/SNX20/HIP1R/ADAP2/PICALM/FCHO2	30/4499	79/22688	0.000142965380191085	GO:MF	GO:0005546	RNAseq
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	NYGC_FTLD_TemporalCortex	positive	0.00185203867170079	39	ANGPT1/SP1/SRPX2/ITGB1/STAT5A/FGFR1/FOXC2/SIRT1/CD40/TGFB1/EPHB4/KDR/JUP/NFE2L2/ANXA1/NOTCH1/EFNA1/PRCP/AMOT/PLCG1/THBS1/RHOA/MYH9/MAP3K3/RGCC/ABL1/P2RX4/TBXA2R/ID1/EPHA2/EMP2/ETS1/HDAC7/PRKD2/KLF4/HSPB1/ANGPT2/MAP2K3/MMRN2	39/4499	112/22688	0.000143894454418389	GO:BP	GO:0043534	RNAseq
GOBP_CARDIOCYTE_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00186903064804754	44	FOLR1/PI16/MYH11/TBX18/IRX3/ITGB1/REST/MYOCD/FZD7/PPARA/TBX5/BMPR1A/SMAD4/TGFBR3/LMNA/TGFB1/PLEC/GATA6/VCAM1/NOTCH1/PDGFRB/PDLIM5/DLL1/EGFR/NEBL/TGFB2/JAG1/ENG/TBX3/BMP4/TBX2/TCAP/NEB/BVES/GPER1/HAND2/EDNRA/ACVR1/AGT/BMP7/MAML1/AKAP13/HEY2/ALPK2	44/4499	131/22688	0.000145571629093737	GO:BP	GO:0035051	RNAseq
GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	NYGC_FTLD_TemporalCortex	positive	0.00186903064804754	11	ANXA2/PDLIM1/KRT18/S100A11/ANXA1/PDLIM5/BAIAP2L1/CDC42EP1/TMOD3/PAK4/TRIM29	11/4499	18/22688	0.000145764704351292	GO:MF	GO:0098641	RNAseq
GOBP_CELLULAR_EXTRAVASATION	NYGC_FTLD_TemporalCortex	positive	0.00187272179934156	28	ITGB1/ROCK1/JAML/SPN/SELP/SELL/CD99/VCAM1/ITGAL/PTAFR/BST1/CCR2/PECAM1/IL1R1/FADD/RIPK3/ITGA1/CD177/JAM3/SELE/GOLPH3/ST3GAL4/SELPLG/CRK/F11R/FUT4/PIK3CG/AGER	28/4499	72/22688	0.000146328146170671	GO:BP	GO:0045123	RNAseq
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	NYGC_FTLD_TemporalCortex	positive	0.0019332001402989	58	ITPKB/ITGB1/KANK2/CSF1/EPS8/RAF1/RGL2/COL3A1/P2RY8/PLCE1/GPR20/NOTCH2/ERBIN/RDX/GPR174/F2R/ARHGEF10/FBP1/KANK1/ARHGAP42/F2RL1/PSD2/BCL6/ARHGAP17/RASAL3/NOTCH1/PDGFRB/DENND4C/FBXO8/LPAR4/GPR65/GPR4/CCDC125/ABCA1/TGFB2/RASGRP4/CDC42SE1/MAP4K4/STARD8/GPR35/HEG1/ABL1/DNM2/KIF14/MYO9B/P2RY10/ARF6/RALBP1/CYTH4/CRK/CBL/F11R/ARHGAP24/AKAP13/LPAR1/PIK3CG/PSD4/CYTH1	58/4499	186/22688	0.000151338189421788	GO:BP	GO:0046578	RNAseq
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION	NYGC_FTLD_TemporalCortex	positive	0.00193544511618329	20	YAP1/GLI1/SAV1/TBX5/BMPR1A/ARID2/TGFBR3/FOXC1/TGFBR2/FOXC2/GATA6/NOTCH1/TGFBR1/PIM1/TGFB2/FGFR2/TBX2/VGLL4/RUNX1/HEY2	20/4499	45/22688	0.000153643573398371	GO:BP	GO:0060038	RNAseq
GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	NYGC_FTLD_TemporalCortex	positive	0.00193544511618329	20	ITGB1/ROCK1/RELA/SPN/SELP/SELL/VCAM1/PTAFR/CCR2/ALOX5/ITGB2/RHOA/SELE/GOLPH3/ETS1/KLF4/ST3GAL4/SELPLG/FUT4/IRAK1	20/4499	45/22688	0.000153643573398371	GO:BP	GO:0061756	RNAseq
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	NYGC_FTLD_TemporalCortex	positive	0.00193544511618329	20	ZBTB7B/IL18/CBFB/NFKBIZ/BCL6/LGALS9/LOXL3/RUNX3/ANXA1/SASH3/HLA-DRA/IL4R/GATA3/NCKAP1L/HLX/RUNX1/ZC3H12A/CD86/TBX21/CCL19	20/4499	45/22688	0.000153643573398371	GO:BP	GO:0043370	RNAseq
